hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,total_guests
Resort Hotel,0,29,2015,October,41,8,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,85.0,1,1,Check-Out,2015-10-12,Jonathan Garcia,JonathanGarcia@yahoo.com,162-286-1344,************6652,2.0
Resort Hotel,0,10,2015,October,41,8,2,5,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient-Party,41.37,0,1,Check-Out,2015-10-15,Danielle Hamilton,Danielle_H45@yandex.com,153-837-2283,************2148,1.0
Resort Hotel,1,330,2015,October,41,8,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0.0,0,Transient,0.0,0,0,Canceled,2015-01-02,Kaitlin Moore,Moore_Kaitlin88@gmail.com,615-869-9052,************2123,1.0
Resort Hotel,0,22,2015,October,41,8,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,53.37,0,1,Check-Out,2015-10-15,Karen Christensen,Karen_Christensen@xfinity.com,859-753-3362,************1822,2.0
Resort Hotel,0,132,2015,October,41,8,1,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Contract,44.5,0,0,Check-Out,2015-10-12,Jonathan Hunter,Jonathan.H@att.com,852-937-6365,************7123,2.0
Resort Hotel,0,10,2015,October,41,8,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient-Party,48.57,0,1,Check-Out,2015-10-15,Lynn Gomez,LynnGomez96@att.com,900-755-4819,************9807,2.0
Resort Hotel,0,94,2015,October,41,8,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,77.43,0,0,Check-Out,2015-10-15,Deanna Knight,DeannaKnight@protonmail.com,744-576-6254,************9036,2.0
Resort Hotel,1,94,2015,October,41,8,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,123.56,0,1,Canceled,2015-07-07,Karen Hernandez,Hernandez_Karen@verizon.com,274-301-5865,************3447,2.0
Resort Hotel,0,128,2015,October,41,8,4,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,314.0,0.0,0,Transient,62.47,0,0,Check-Out,2015-10-20,Lori Vasquez,Lori.V@hotmail.com,325-173-5679,************4309,2.0
Resort Hotel,0,1,2015,October,41,9,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,58.0,0,0,Check-Out,2015-10-10,Jeffery Colon,JColon@outlook.com,481-864-2678,************2465,1.0
Resort Hotel,0,16,2015,October,41,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,274.0,0,Transient-Party,48.0,0,0,Check-Out,2015-10-10,Joshua Fowler,Fowler_Joshua@xfinity.com,798-602-6583,************1001,1.0
Resort Hotel,0,1,2015,October,41,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,67.0,0,1,Check-Out,2015-10-10,Carla Olson,Carla_Olson@hotmail.com,348-133-0567,************6138,2.0
Resort Hotel,1,134,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,56.0,0,0,Canceled,2015-08-29,Peter Owen,PeterOwen@outlook.com,346-130-4955,************7768,2.0
Resort Hotel,0,77,2015,October,41,9,0,2,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Contract,56.0,1,2,Check-Out,2015-10-11,Lisa Pierce,Lisa.P@hotmail.com,814-633-0994,************5235,3.0
Resort Hotel,0,77,2015,October,41,9,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Contract,42.0,0,1,Check-Out,2015-10-11,Jesse Johnson,Jesse.J@hotmail.com,595-039-6320,************7592,1.0
Resort Hotel,0,34,2015,October,41,9,0,2,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient,67.5,0,1,Check-Out,2015-10-11,Jennifer Wagner,JWagner@verizon.com,407-496-7964,************3934,3.0
Resort Hotel,0,4,2015,October,41,9,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,89.0,0,2,Check-Out,2015-10-11,Anna Howard,AHoward@comcast.net,331-115-9704,************6124,2.0
Resort Hotel,1,78,2015,October,41,9,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,0.0,0,Contract,50.0,0,0,Canceled,2015-07-23,Michael Smith,Michael_Smith@hotmail.com,390-142-5808,************7198,1.0
Resort Hotel,1,77,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Contract,50.0,0,1,Canceled,2015-10-08,Miss Elizabeth Fisher,Miss_F89@protonmail.com,629-255-0778,************6158,2.0
Resort Hotel,0,77,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Contract,56.0,1,1,Check-Out,2015-10-11,Troy Mcdonald,Troy.Mcdonald@mail.com,441-389-0995,************6936,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Richard Harper,Richard.H24@yandex.com,403-475-0482,************6496,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Ashley Lopez,Lopez.Ashley@aol.com,326-781-4076,************2922,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Mrs. Lindsay Walker,Mrs..W@xfinity.com,582-353-0536,************7970,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Tim Larsen,Tim_Larsen95@yandex.com,100-257-1050,************3664,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Daniel Rodriguez,Daniel_R@yahoo.com,699-125-2041,************5046,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Jessica Mcfarland,Jessica.M@hotmail.com,559-634-2893,************9196,2.0
Resort Hotel,0,63,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,43.12,0,2,Check-Out,2015-10-12,Kristopher Ramirez,KRamirez@protonmail.com,691-376-8695,************9612,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Sandra Hughes,Sandra.Hughes47@zoho.com,953-103-3881,************7639,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Levi Mendoza,Mendoza.Levi@xfinity.com,620-197-2422,************3351,2.0
Resort Hotel,0,8,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,104.67,1,1,Check-Out,2015-10-12,Jason Clay,Clay.Jason@verizon.com,254-962-8797,************2287,2.0
Resort Hotel,0,4,2015,October,41,9,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0.0,0,Transient,113.33,0,1,Check-Out,2015-10-12,Michael Rodriguez,Rodriguez_Michael28@zoho.com,478-605-5445,************7154,3.0
Resort Hotel,0,77,2015,October,41,9,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,0.0,0,Contract,50.0,1,2,Check-Out,2015-10-11,Ryan Hubbard,Hubbard_Ryan66@protonmail.com,297-787-6176,************1870,3.0
Resort Hotel,0,67,2015,October,41,9,0,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Contract,50.0,0,2,Check-Out,2015-10-11,Jennifer Bender,Jennifer.B@outlook.com,128-593-8961,************4396,3.0
Resort Hotel,0,21,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,67.0,0,1,Check-Out,2015-10-12,Ariana Dunlap,Dunlap.Ariana@xfinity.com,163-089-7108,************8639,2.0
Resort Hotel,0,13,2015,October,41,9,1,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314.0,0.0,0,Transient,72.8,0,1,Check-Out,2015-10-12,Ronald Sanchez,Ronald_Sanchez@aol.com,147-398-4846,************5699,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Christine Underwood DDS,Christine.D83@mail.com,112-606-6231,************6705,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Mark Johnson,MJohnson42@yahoo.com,582-808-2350,************9359,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Dr. Samantha Molina MD,MD.Dr.@protonmail.com,233-523-5613,************4614,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Carol Baird,Baird_Carol@gmail.com,832-130-5998,************9755,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Jeffrey Castro,Castro.Jeffrey78@outlook.com,444-925-9775,************3100,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Samantha Barnett,Samantha_Barnett@gmail.com,109-272-5654,************8244,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Cole Williams,Williams_Cole33@mail.com,629-778-4402,************7618,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Morgan Lawrence,Lawrence_Morgan@mail.com,995-136-4241,************5779,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Tammy Snyder,Tammy.Snyder25@yahoo.com,162-575-4708,************4584,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Glenn Rios,Glenn.R52@att.com,502-606-6066,************3857,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Stanley Phillips,SPhillips@verizon.com,647-734-8995,************2506,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Nicole Williams,Nicole_W@zoho.com,799-674-4056,************7738,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Larry Richardson,Richardson_Larry@outlook.com,956-339-4703,************5225,2.0
Resort Hotel,0,63,2015,October,41,9,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,54.02,0,3,Check-Out,2015-10-12,Paula Lopez,Lopez_Paula@xfinity.com,466-125-7957,************2999,3.0
Resort Hotel,0,9,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0.0,0,Transient,63.33,0,1,Check-Out,2015-10-12,John Parker,JParker@verizon.com,256-124-2551,************9064,2.0
Resort Hotel,0,3,2015,October,41,9,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,83.33,0,2,Check-Out,2015-10-12,Leslie Hurley,Hurley.Leslie@mail.com,992-767-0733,************8097,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Beverly Gonzalez,Gonzalez_Beverly@gmail.com,871-126-7184,************3165,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Anthony Ramirez,Anthony_R@hotmail.com,336-130-9209,************4496,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Lisa Gregory PhD,Lisa.PhD17@mail.com,214-194-8241,************6182,2.0
Resort Hotel,0,63,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0.0,0,Transient,43.12,0,2,Check-Out,2015-10-12,Patricia Navarro,Patricia.Navarro@gmail.com,557-155-8775,************4036,2.0
Resort Hotel,0,14,2015,October,41,9,1,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient,78.8,1,0,Check-Out,2015-10-12,James Williams,James_Williams84@att.com,145-151-1124,************3673,2.0
Resort Hotel,0,8,2015,October,41,9,1,2,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient,55.73,0,0,Check-Out,2015-10-12,Stephanie Vega,StephanieVega93@mail.com,458-241-2434,************1032,1.0
Resort Hotel,0,25,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0.0,0,Transient,44.5,0,0,Check-Out,2015-10-12,Sarah Donovan,Donovan.Sarah22@mail.com,819-786-9878,************4311,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Jennifer Cobb,Jennifer.C44@yahoo.com,488-457-1557,************6544,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Savannah Garcia,SavannahGarcia75@hotmail.com,253-613-9724,************2118,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Kristen Maldonado,Kristen_Maldonado92@yandex.com,874-502-0927,************7465,2.0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,Katelyn Jones,KatelynJones90@gmail.com,323-339-3265,************7511,2.0
Resort Hotel,0,22,2015,October,41,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,83.0,1,2,Check-Out,2015-10-13,Kelsey Green,Kelsey.G@hotmail.com,893-232-1011,************7346,2.0
Resort Hotel,0,0,2015,October,41,9,2,2,2,0.0,0,BB,ISR,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,67.0,0,0,Check-Out,2015-10-13,Gavin Smith,Smith_Gavin@protonmail.com,236-085-7016,************1644,2.0
Resort Hotel,0,22,2015,October,41,9,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,77.0,0,2,Check-Out,2015-10-13,Julie Manning,JManning@att.com,433-958-4468,************1504,2.0
Resort Hotel,0,10,2015,October,41,9,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,71.5,0,2,Check-Out,2015-10-13,Elizabeth Vaughn,Elizabeth_Vaughn@comcast.net,343-003-4688,************4660,2.0
Resort Hotel,0,4,2015,October,41,9,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,70.4,0,1,Check-Out,2015-10-14,Tami Robbins,Tami_Robbins67@comcast.net,702-941-4191,************9869,2.0
Resort Hotel,0,7,2015,October,41,9,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,0.0,0,Transient,73.68,1,0,Check-Out,2015-10-14,Phillip Nguyen,PhillipNguyen@zoho.com,606-077-1508,************6412,2.0
Resort Hotel,0,350,2015,October,41,9,2,5,2,0.0,0,HB,LTU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,0.0,0,Transient,82.0,0,0,Check-Out,2015-10-09,Jason Smith,Smith_Jason20@comcast.net,472-048-9937,************3810,2.0
Resort Hotel,1,2,2015,October,41,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,56.0,0,0,Canceled,2015-10-09,Wesley Shannon,Shannon.Wesley@xfinity.com,203-150-7739,************9690,2.0
Resort Hotel,0,11,2015,October,41,10,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,281.0,0.0,0,Contract,45.0,0,0,Check-Out,2015-10-11,Sharon King,King_Sharon@verizon.com,816-695-8617,************9377,2.0
Resort Hotel,0,11,2015,October,41,10,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,281.0,0.0,0,Contract,45.0,0,0,Check-Out,2015-10-11,Anthony Hammond,Anthony_Hammond@verizon.com,879-580-3107,************5986,2.0
Resort Hotel,0,5,2015,October,41,10,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,60.3,0,1,Check-Out,2015-10-11,Jay Pacheco,Jay.Pacheco@outlook.com,212-887-6192,************1036,2.0
Resort Hotel,1,35,2015,October,41,10,0,1,2,1.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,4,No Deposit,0.0,0.0,0,Transient,67.5,0,0,No-Show,2015-10-10,Theresa Bryan,Theresa_B@mail.com,141-652-8635,************6037,3.0
Resort Hotel,0,12,2015,October,41,10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,61.5,0,0,Check-Out,2015-10-12,Christina Mason,Mason.Christina@xfinity.com,187-783-9312,************4324,2.0
Resort Hotel,0,4,2015,October,41,10,1,1,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,107.5,1,1,Check-Out,2015-10-12,Jacqueline Arnold,Arnold.Jacqueline@protonmail.com,231-684-6336,************3558,2.0
Resort Hotel,0,5,2015,October,41,10,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,101.5,0,2,Check-Out,2015-10-12,Matthew Gonzalez,Matthew.Gonzalez@xfinity.com,897-942-5252,************9694,2.0
Resort Hotel,0,12,2015,October,41,10,1,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,76.35,1,2,Check-Out,2015-10-12,Dustin Adams,DAdams@comcast.net,169-813-6872,************8501,3.0
Resort Hotel,1,21,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient-Party,49.2,0,1,Canceled,2015-09-28,Michael George,George.Michael@protonmail.com,192-309-9897,************5536,2.0
Resort Hotel,0,11,2015,October,41,10,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,H,1,No Deposit,240.0,0.0,0,Transient,82.35,0,0,Check-Out,2015-10-12,Angie Pittman,Angie.P@aol.com,185-740-8272,************9248,2.0
Resort Hotel,0,4,2015,October,41,10,1,1,2,2.0,0,BB,CHL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,111.5,0,0,Check-Out,2015-10-12,Brett Powell,Brett_Powell@yandex.com,240-840-5847,************2440,4.0
Resort Hotel,0,5,2015,October,41,10,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240.0,0.0,0,Transient,67.5,1,2,Check-Out,2015-10-12,Chase Torres,Chase_T@gmail.com,329-419-4345,************8880,2.0
Resort Hotel,0,19,2015,October,41,10,1,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,117.0,0,3,Check-Out,2015-10-12,David Whitaker,David.W@yandex.com,983-411-1775,************2351,4.0
Resort Hotel,0,5,2015,October,41,10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,77.5,1,1,Check-Out,2015-10-12,Richard Kane,Richard_Kane@verizon.com,701-070-7548,************3323,2.0
Resort Hotel,0,4,2015,October,41,10,1,1,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,102.5,1,3,Check-Out,2015-10-12,Mark Mercer,MMercer@hotmail.com,167-767-4582,************2438,3.0
Resort Hotel,0,4,2015,October,41,10,1,1,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,101.5,0,1,Check-Out,2015-10-12,Jordan Fernandez,Jordan.Fernandez94@yandex.com,276-244-1709,************9369,2.0
Resort Hotel,0,5,2015,October,41,10,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,0.0,0,Transient,101.5,0,2,Check-Out,2015-10-12,Christopher Silva,Christopher_S@yahoo.com,539-506-8716,************6017,2.0
Resort Hotel,0,12,2015,October,41,10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,61.35,1,1,Check-Out,2015-10-12,Spencer Mueller,Spencer.M64@hotmail.com,385-832-2410,************4755,2.0
Resort Hotel,0,16,2015,October,41,10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,61.35,1,2,Check-Out,2015-10-12,Kelly Henry,Kelly.Henry@mail.com,746-516-5142,************8402,2.0
Resort Hotel,1,21,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0.0,0,Transient-Party,49.2,0,1,Canceled,2015-09-28,Veronica Smith,Smith.Veronica@aol.com,287-151-2956,************2267,2.0
Resort Hotel,0,0,2015,October,41,10,1,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,90.0,0,1,Check-Out,2015-10-12,Adam Pace,APace@yahoo.com,197-002-6611,************1932,2.0
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0.0,0,Transient,36.05,0,0,Canceled,2015-07-08,Jonathan Smith,Jonathan.S@verizon.com,381-507-2778,************7334,2.0
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0.0,0,Transient,36.05,0,0,Canceled,2015-07-08,Vincent Hurst,Vincent_H95@verizon.com,306-614-1651,************6516,2.0
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0.0,0,Transient,36.05,0,0,Canceled,2015-07-08,Stephen Estes,Stephen_E@protonmail.com,658-068-1069,************4573,2.0
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0.0,0,Transient,36.05,0,0,Canceled,2015-07-08,Melissa Jones,Melissa.J@aol.com,185-641-9417,************7490,2.0
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0.0,0,Transient,36.05,0,0,Canceled,2015-07-08,Dr. Ronald Lane,Dr..L@comcast.net,269-169-6562,************6767,2.0
Resort Hotel,1,143,2015,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,0.0,0,Transient,36.05,0,0,Canceled,2015-07-08,Meredith Bonilla,MBonilla86@gmail.com,265-169-0241,************3536,2.0
